title,source,date,time,category,sub-category,content,url
"Jadwal Timnas Indonesia vs Thailand di Kualifikasi PD 2022, Siaran Langsung Televisi",liputan6.com,2019-09-10,19:32,Bola,Liga Indonesia," , bakal berduel dengan Thailand di putaran kedua Kualifikasi Piala Dunia (PD) 2022. Ini merupakan pertandingan kedua di Grup G zona Asia.,Laga seru ini akan digelar di markas ,, di Stadion Utama Gelora Bung Karno (SUGB), Senayan, Jakarta.,Tiga poin jelas jadi target mutlak Tim Merah Putih. Pasalnya, di laga pertama, juga di kandang sendiri, Andritany dan kawan-kawan ditekuk Malaysia 2-3, Kamis (5/9/2019).,Maka itu, laga ini bisa dijadikan kesempatan bangkit dan mengalahkan Thailand, salah satu tim kuat di Asia Tenggara. Peluang pun terbuka, karena Andik Vermansah dan kawan-kawan akan tampil di hadapan suporter sendiri.,Di sisi lain, performa Thailand pun sedang kurung bagus. Di pertandingan pertama, mereka ditahan imbang Vietnam 0-0.,Simak berikut ini jadwal , vs Thailand di Kualifikasi PD 2022 yang akan disiarkan langsung oleh TVRI dan Mola TV.,19:30 WIB: Indonesia vs Thailand,Venue: Stadion Utama Gelora Bung Karno,: Andritany Ardhiyasa (Kiper); Yustinus Pae, Victor Igbonefo, Yanto Basna, Ricky Fajrin (Belakang); Zulfiandi, Evan Dimas; Saddil Ramdani, Stefano Lilipaly, Andik Vermansah (Tengah); Alberto Goncalves (Depan),: Simon McMenemy,: Kawin Thamsatchanan (Kiper); Pansa Hemvibon, Tristan Do, Manuel Bihr, Theeratorn Boonmatan (Belakang); Tanaboon Kesarat, Sarach Yooyen, Phitiwat Sukjitthammakul, Supachok Sarachart, Chanathip Songkrasin (Tengah); Supachai Jaided (Depan),: Akira Nishino,Sumber: Bola.com,Disadur dari: Bola.com (Benediktus Gerendo P/Aditya Wicaksono, Published 10-09-2019)",https://www.liputan6.com/bola/read/4059457/jadwal-timnas-indonesia-vs-thailand-di-kualifikasi-pd-2022-siaran-langsung-televisi
"Raih 1,3 Juta Penonton, Gundala Jadi Film Terlaris ke-6 Tahun Ini",liputan6.com,2019-09-10,08:00,ShowBiz,Film," Awal pekan saatnya memantau perolehan jumlah penonton film Indonesia. , yang dibintangi Abimana Aryasatya dan Tara Basro terus menambah jumlah penonton setiap hari.,Mengutip data yang dirilis situs ,, hingga Minggu (8/9/2019) malam, , menyerap lebih dari 1,38 juta penonton. Pencapaian ini sekaligus menempatkan , sebagai film Indonesia terlaris keenam. Karya Joko Anwar ini menyalip ,.,Film yang dibintangi Iqbaal Ramadhan dan Mawar De Jongh ini harus puas berada di peringkat ke-7. Jumlah penonton , hingga artikel ini disusun, yakni 1,29 juta penonton lebih.,Di sisi lain, , sebagai raksasa kecil di tangga, berhasil melangkahi ,. Film horor pertama Titi Kamal ini berhasil menakut-nakuti 813 ribu penonton lebih. Makmum menghuni peringkat ke-14. Bagi Joko Anwar, , bukan perkara , atau tidak semata.,Pencapaian lain yang tak bisa dianggap sebelah mata, melenggangnya , ke ajang Toronto International Film Festival (TIFF). Joko Anwar saat ini tengah berada di Kanada, menghadiri festival film bergengsi tersebut.,Ia mengabadikan momen kedatangan di TIFF lewat akun Twitter pribadinya.,“,,” ujar Joko Anwar, Senin (9/9/2019).,Kabar dari Joko Anwar mendapat respons positif dan dukungan dari warganet. “,” cetus seorang warganet.,Ada pula yang menanyakan apakah pemeran Awang dan Sancaka cilik (Faris Fadjar serta Muzakki Ramdhan) diajak ke Kanada. Di luar dugaan, Muzaki Ramdhan ikut menjawab.,“,,” ujar Muzakki Ramdhan.",https://www.liputan6.com/showbiz/read/4058571/raih-13-juta-penonton-gundala-jadi-film-terlaris-ke-6-tahun-ini
"Soal Badai Cedera, MU Dapat Kabar Baik",liputan6.com,2019-09-10,17:40,Bola,Liga Inggris," Manchester United (,) mendapat kabar baik di pertengahan September 2019 ini. Bek Eric Bailly kemungkinan bisa pulih lebih cepat dari cedera yang dialaminya.,Pemain 25 tahun itu mengalami cedera lutut pada laga pramusim melawan Tottenham Hotspur di International Champions Cup di Tiongkok Juli lalu.,Cedera tersebut memaksa pemain asal Pantai Gading itu naik meja operasi. Awalnya Bailly diperkirakan akan absen membela , selama lima bulan. Dia baru bisa kembali main pada Desember 2019.,Namun menurut laporan terbaru ,, proses pemulihan berjalan dengan sangat baik. Bailly kini menargetkan kembali lebih cepat pada bulan November setelah selesainya laga internasional.,Jika tak ada kendala berarti, eks pemain Villarreal itu sudah bisa membela , lagi saat laga melawan Sheffield Wednesday pada lanjutan Liga Inggris 23 November 2019.,Kembalinya Bailly setidaknya akan membuat manajer Ole Gunnar Solskjaer punya banyak pilihan di lini belakang. Pasalnya MU sudah melepas bek Chris Smalling ke AS Roma.,MU tidak beruntung dengan cedera pemain. Di awal musim ini tak hanya Bailly yang masuk ruang perawatan. Luke Shaw, Paul Pogba, Aaron Wan-Bissaka, Anthony Martial dan Diogo Dalot bergantian diganggu cedera.",https://www.liputan6.com/bola/read/4059108/soal-badai-cedera-mu-dapat-kabar-baik
Inter Milan Ogah Jual Skriniar ke Manchester City,liputan6.com,2019-09-10,19:20,Bola,Liga Italia," Milan- , tak mau melepas salah satu kekuatan mereka di lini pertahanan, Milan Skriniar. Inter pun melemparkan peringatakan kepada Manchester City agar menjauhi bek andalan mereka meski beri tawaran dengan harga berapa pun.,Manchester City menjadikan Milan Skriniar sebagai incaran utama. Hal itu dikarenakan Manchester City kehilangan Aymeric Laporte.,Skriniar disebut sebagai bek yang paling diminati oleh Pep Guardiola. Manchester City siap mengucurkan dana mencapai 60 juta euro untuk memboyong Skriniar.,Namun, ,siap memagari Skriniar. Inter Milan juga menilai kalau Skriniar adalah aset berharga mereka.,Tidak hanya itu, ,melihat Skriniar sebagai calon kapten masa depan mereka. Karena itu, Inter Milan tidak akan melepas bek asal Slowakia tersebut.,Antonio Conte baru bekerja di Inter Milan pada awal musim 2019-20. Namun, ia sudah memiliki pandangan positif mengenai Skriniar.,Conte memiliki kesepahaman dengan manajemen Inter Milan, yaitu tidak akan melepas Skriniar dengan harga berapa pun.,Skriniar menjadi andalan di lini belakang Inter Milan bersama Stefan de Vrij dan Diego Godin.,Sumber: Football Italia,Disadur dari Bola.com (Penulis: Aditya Wicaksono, Editor: Benedictus Gerendo, published 9/9/2019)",https://www.liputan6.com/bola/read/4058649/inter-milan-ogah-jual-skriniar-ke-manchester-city
Ada Peran Tohpati di Lagu Terbaru Penyanyi Riri,liputan6.com,2019-09-10,09:20,ShowBiz,Selebritis," Eksis sebagai model tak menghalangi Riri untuk merambah dunia tarik suara. Bersama label rekamannya, Limaduabelas Musik, Riri merilis , perdana berjudul ""Bukan Cinta Sejati"".,""Akhirnya aku bisa punya laguku sendiri. Mudah-mudahan lagu ini bisa diterima pencinta musik,"" kata Riri saat ditemui di kawasan SCBD, Jakarta Pusat, Senin (9/9/2019)., ini diproduseri Intan Bacil dan Rico Tian dengan aransemen musik oleh musikus andal ,. Tema cinta masih menjadi kekuatan dalam , “Bukan Cinta Sejati” yang diciptakan oleh Bembi Noor.,Dengan penghayatan penuh, Riri mampu membawakan , tersebut. Sejatinya musik yang, dalam lagu “Bukan Cinta Sejati” ini sangat pantas untuk didengar pencinta musik Indonesia.,“Lagu ini ,, semua orang dengar ya dan pernah merasakan sedih karena liriknya memang sudah dibuatkan jadi oleh sang pencipta lagu. Jadi, ini bukan pengalaman cinta apalagi pribadi aku. Dan aku berharap lagu ini diterima banyak orang,” Riri mengungkapkan.,Sebelumnya pemilik nama lengkap Riri Muya ini sudah meluncurkan , pertamanya “How You Should Love” di tahun 2017. ""Sebelumnya aku pernah rilis, di 2017. Tapi , ""Bukan Cinta Sejati"" ini merupakan, pertama aku bersama Limaduabelas. Ini awal perjalanan aku dan Insyaallah akan lebih maju,” kata perempuan kelahiran Bandung, 13 Juli 1992 ini. ,Berkat suara khasnya pemilik wajah khas Indonesia ini dipercaya menjadi Opening Act dalam konser Rossa yang bertajuk “Grand Fantasia” akhir 2018 lalu. Rossa tidak salah pilih dalam menentukan penyanyi sebagai pembuka konsernya.,Riri yang tergabung dalam RCT Family ini berakting ciamik dalam , “Kos 88” bersama dengan anggota RCT Family lainnya. Selain berakting dengan meyakinkan, Riri juga menyanyi dalam , tersebut. Semua bakat seninya dapat ditampilkan dalam serial yang diputar di YouTube tersebut.",https://www.liputan6.com/showbiz/read/4058725/ada-peran-tohpati-di-lagu-terbaru-penyanyi-riri
Perasaan Adipati Dolken saat Warkop DKI Reborn Tayang di Bioskop,liputan6.com,2019-09-10,09:30,ShowBiz,Film," Mega Premier Warkop DKI Reborn usai digelar. Hal tersebut membuat para pemeran Warkop DKI Reborn merasa lega. Pasalnya, banyak respons positif yang diberikan oleh kaum milenial dan netizen yang telah menonton film yang diperankan oleh ,, Aliando Syarief dan Randy Danhista ini.,""Ya akhirnya lega juga karena sudah banyak yang menyaksikan. Awalnya deg-degan juga karena belum tahu reaksi orang-orang gimana responsnya,"" ujar , yang berperan sebagai Kasino dalam film Warkop DKI Reborn kali ini.,Adipati Dolken semakin senang, karena respons yang dia lihat langsung, maupun yang ia baca di kolom sosmed memberikan penilaian yang baik.,""Kelihatan responsnya juga baik karena tadi di bioskop juga pada ketawa. Ketawanya juga banyak ketawa kecil tapi emang itu jadi panjang, itu yang buat kita tuh jadi kaya sesuatu yang lega. Saya baca di sosmed juga banyak yang memberikan komen positif untuk film Warkop DKI Reborn,"" ungkap ,., ,Beberapa netizen yang memberikan respons positif di antaranya adalah pemilik akun @NelMorningstar.,,” tulisnya. ,” tulis akun @bbamilk.,Hal senada juga ditulis oleh pemilik akun @renadldyy.”, – at BSD XXI.”,Film Warkop DKI Reborn yang diperankan oleh Aliando, Adipati Dolken, Randy Danhista, Indro Warkop, Mawar De Jongh, Mandra, Dewa Dayana, Shalsabila, Ganindra Bimo dan Khiva Ishak, akan tayang serentak di seluruh bioskop di Indonesia pada tanggal 12 September 2019.",https://www.liputan6.com/showbiz/read/4058662/perasaan-adipati-dolken-saat-warkop-dki-reborn-tayang-di-bioskop
"Penuh Gairah, Petenis Seksi Ini Cium Mesra Pacar Baru usai Gagal di AS Terbuka",liputan6.com,2019-09-10,19:30,Bola,WAGs," Eugenie Bouchard mengalami kegagalan di , 2019. Dia sudah tersingkir di babak-babak awal setelah kalah Anastasija Sevastova dengan skor 6-3 dan 6-3 pada babak pertama.,Kegagalan di , 2019 membuat Eugenie Bouchard kesal. Untuk memulihkan rasa percaya dirinya, sosok berusia 25 tahun itu mengajak sang kekasih, Connor Davis liburan.,Eugenie Bouchard mengajak pacar barunya itu berlibur di Miami Beach. Pantai yang satu ini dipilih karena tempat tinggal Bouchard juga berada di Miami.,Tentunya, ini menjadi kali pertama Bouchard menunjukkan kekasih barunya itu kepada publik. Kendati demikian, perempuan asal Kanada tersebut tak sungkan mengumbar kemesraan di depan publik.,Tanpa malu-malu, Eugenie Bouchard mencium Conor Davis dengan penuh gairah. Bahkan, pemenang dua gelar , itu terlihat seksi dengan bikini berwarna hijau yang dipakainya.,Hasil pertandingan dari Anastasija Sevastova merupakan kekalahan ke-12 yang dialami Eugenie Bouchard secara beruntun. Tentunya, rentetan hasil minus itu membuat Bouchard muak.,""Selalu mengecewakan ketika kalah, saya sudah muak. Namun, pelatih saya menasehati untuk memanfaatkan waktu tersisa di tahun ini untuk persiapan tahun depan,"" katanya, dikutip dari Fox Sports.,""Saya masih bermain di beberapa turnamen tahun ini, saya akan mencoba untuk bekerja secara fisik,"" ujar anak dari pasangan Julie Leclair dan Michel Bouchard itu.",https://www.liputan6.com/bola/read/4059070/penuh-gairah-petenis-seksi-ini-cium-mesra-pacar-baru-usai-gagal-di-as-terbuka
Deschamps Minta Arsenal Jangan Bergantung kepada Guendouzi,liputan6.com,2019-09-10,19:40,Bola,Liga Inggris," Didier Deschamps meminta , tak terlalu bergantung pada Matteo Guendouzi. Pelatih timnas Prancis itu menilai Guendouzi masih terlalu muda untuk diberikan beban berat.,Guendouzi tampil gemilang bersama , musim ini. Ia selalu menjadi pilihan utama manajer Arsenal, Unai Emery.,Tak heran Deschamps pun memanggilnya ke timnas Prancis dalam jeda internasional kali ini. Namun ia belum memberikan kesempatan debut pada Guendouzi.,""Jangan memintanya terlalu banyak. Dia masih sangat muda meskipun sudah jadi andalan untuk ,,"" kata Deschamps seperti dilansir ,""Apa yang saya harapkan darinya hanyalah membawa kesegaran dalam tim. Dia pemain muda dengan potensi besar,"" kata Deschamps menambahkan., , ,Guendouzi sendiri sangat senang bisa berperan banyak di Arsenal musim ini. Namun pemain berusia 20 tahun itu tak mau terlena dengan pujian untuknya.,""Dari segi taktik memang saya merasakan perkembangan. Unai Emery menyuruh saya memperbaiki banyak hal,"" kata Guendouzi.,""Jujur menjadi bagian penting dari tim adalah hal yang saya inginkan. Dan sejauh ini semua berjalan lancar,"" ucapnya.,18.30 WIB, Liverpool vs Newcastle United,21.00 WIB, Brighton Albion vs Burnley FC,21.00 WIB, Manchester United vs Leicester City,21.00 WIB, Sheffield United vs Southampton,21.00 WIB, Tottenham Hotspur vs Crystal Palace,21.00 WIB, Wolverhampton vs Chelsea,23.30 WIB, Norwich City vs Manchester City,20.00 WIB, Bournemouth vs Everton,22.30 WIB, Watford vs Arsenal,02.00 WIB, Aston Villa Vs West Ham",https://www.liputan6.com/bola/read/4058873/deschamps-minta-arsenal-jangan-bergantung-kepada-guendouzi
"Ngaku Pernah Tinggal di Amerika, Barbie Kumalasari Bikin Geli Boy William",liputan6.com,2019-09-10,07:30,ShowBiz,Selebritis," , mengaku pernah tinggal di negara bagian Amerika Serikat, yaitu Nevada selama dua tahun. Pernyataan ini diungkapkan secara langsung oleh Barbie Kumalasari di akun YouTube Boy William.,Namun, , enggan menyebutkan kota yang ia tinggali saat itu.,""Gue sempet tinggal di Nevada. Ada deh (di kota mana), nanti gue di-bully lagi, males gue. Sudah biarin saja, biar jadi rahasia saja. Las Vegas pasti,"" ujar Barbie Kumalasari dalam unggahan video di akun YouTube Boy William yang tayang 4 September 2019., pun mengaku dirinya fasih berbahasa Inggris. Tetapi, lingkup pekerjaannya berisi orang Indonesia ketika berada di Nevada. Barbie Kumalasari mengatakan bahwa setiap hari ia tetap berbahasa Indonesia di sana.,Barbie Kumalasari lantas menjawab pertanyaan Boy William tentang makanan kesukaannya selama berada di Nevada.,Barbie Kumalasari pun mengatakan bahwa ia menyukai Burger King dan McDonald. Namun, dirinya tidak mengetahui bahwa KFC berada di Amerika.,""Burger King ya? Di Amerika juga ada McDonald kan ya? KFC tidak punya ya?"" jawab Barbie Kumalasari.,Boy William pun terkejut dan tak mampu menahan kegeliannya. Ia lalu meluruskan bahwa brand KFC berasal dari Amerika Serikat. Gerai pertama KFC berada di Salt Lake City, Utah, AS.",https://www.liputan6.com/showbiz/read/4058557/ngaku-pernah-tinggal-di-amerika-barbie-kumalasari-bikin-geli-boy-william
"Kulit Sensitif, Gracia Indri Selektif Pilih Tempat Kecantikan",liputan6.com,2019-09-10,09:40,ShowBiz,Selebritis," Sebagai seorang selebritis, , sadar betul penampilan menjadi modal utamanya dalam bekerja. Oleh karenanya mantan istri David NOAH selalu rutin untuk menjalani perawatan kecantikan wajah.,Namun , tak mau sembarang tempat untuk melakukan perawatan wajah. Sebab diakui ,, kulit wajahnya sangat sensitif dan mudah iritasi bila melakukan perawatan di tempat yang salah.,""Memang (kulit) sensitif banget memilih make up, memilih perawatan dan aku enggak bisa ngikutin perawatan-perawatan yang misalnya temen-temen semuanya cocok, bukannya sombong tapi enggak mau salah,"" ujar Gracia Indri saat ditemui dalam acara soft launching klinik kecantikan Beauty CT, di kawasan Summarecon, Bekasi, Minggu (8/9/2019).,Gracia Indri punya pengalaman tidak mengenakan saat melakukan perawatan wajah. Bukannya menjadi cantik, kulit wajahnya malah rusak akibat salah memilih tempat kecantikan. Sampai akhirnya, Gracia Indri kini  menemukan tempat perawatan yang tepat untuk wajahnya.,""Pernah pada saat itu laser muka dan ternyata nggak cocok. Dan laser itu kan membutuhkn waktu yang cukup lama, terus abisnya kulit agak kebakar, item-item luka, sampai dua mingguan. Sampai akhirnya sempet trauma juga melakukan perawatan yang agak ekstrim kaya gitu,"" tuturnya.,""Nah itu tadi kalau datang perawatan itu tergantung tempat misalnya di sini (Beauty CT) gue cocok, itu harus konsultasi dulu sama dokternya, harus dilihat dulu sebenarnya kulit aku tuh seperti apa,"" sambungnya.,Selain melakukan perawatan, Gracia Indri menjaga kecantikan dengan berolagraga dan banyak mengonsumsi air putih.,""Kalau olahraga pasti, dan yang pasti minum air putih sih, karena kan energi aku banyak terbuang saat olahraga, kalori juga terbuang, jadinya diimbangi dengan minum air putih,"" pungkasnya.",https://www.liputan6.com/showbiz/read/4058212/kulit-sensitif-gracia-indri-selektif-pilih-tempat-kecantikan
"Peringatkan Farhat Abbas, Hotman Paris: Jaga Kesehatan dan Minum Vitamin",liputan6.com,2019-09-10,10:00,ShowBiz,Selebritis," Konflik antara pengacara , dengan Farhat Abbas dan Andar Situmorang meruncing. Aksi saling lapor dan adu opini di media bagaikan bola salju yang membesar dan menggelinding.,Tak hanya itu, para pengacara kondang ini diketahui kerap saling sindir di jagat maya. Baru-baru ini, , memperlihatkan perhatiannya kepada Farhat Abbas., mengunggah gambar dua satwa yakni singa dan anjing. Gambar itu disertai keterangan tentang perbedaan keduanya. , demikian keterangan yang tercantum di gambar tersebut., ,Menyertai unggahan ini, Hotman Paris menulis status teks seraya mengingatkan agar Farhat Abbas menjaga kesehatan. , beri tahu Hotman Paris. ,Ia juga mengingatkan Farhat Abbas agar mengonsumsi suplemen kesehatan atau vitamin. , Hotman Paris menyambung., ,Lebih lanjut Hotman Paris mengingatkan ia telah punya banyak bukti. Pengacara kelahiran Sumatra Utara, 20 Oktober 1959 ini menyarankan Farhat Abbas agar mengingatkan Andar Situmorang untuk menjaga stamina pula.  , pungkasnya.,Unggahan ini disukai 38 ribu orang lebih dan menuai seribuan komentar. Namun ada saja komentar warganet yang salah fokus. , cetus seorang warganet. Yang lain menambahi, Ada pula yang malah curhat, , Ada-ada saja warganet +62, ya! ",https://www.liputan6.com/showbiz/read/4058737/peringatkan-farhat-abbas-hotman-paris-jaga-kesehatan-dan-minum-vitamin
VIDEO: Hailee Stainfeld Bakal Gabung Marvel?,liputan6.com,2019-09-10,10:00,ShowBiz,Film, Hailee Stainfeld dikabarkan akan bergabung dengan Marvel dalam serial Hawkeye. Stainfeld diincar menjadi pemeran tokoh Kate Bishop.,https://www.liputan6.com/showbiz/read/4058760/video-hailee-stainfeld-bakal-gabung-marvel
"Susah Tidur, Jefri Nichol Ditawari Ganja Di Restoran Fast Food Kemang",liputan6.com,2019-09-10,10:30,ShowBiz,Selebritis," Kasus narkoba , telah digelar di Pengadilan Negeri Jakarta Selatan, Senin (9/9/2019) siang. Sidang perdana tersebut beragendakan pembacaan dakwaan.,Di persidangan, Jaksa Penuntut Umum (JPU) mengungkap awal mula ,mencicipi barang haram itu. Awalnya, pada 5 Juli 2019, bintang film ini sedang berkumpul bersama temannya di restoran Fast Food Kemang, Jakarta., pun curhat kepada temannya yang bernama Triawan bahwa ia mengalami susah tidur. Triawan lantas memberi solusi dengan menawarkan ganja secara cuma-cuma.,""Lalu terdakwa ditawari oleh salah satu temannya bernama Triawan, yang masuk dalam DPO, untuk menggunakan narkotika jenis ganja secara gratis, agar terdakwa bisa tidur,"" ucap Jaksa Penuntut Umum, Jefri Hadi., ,Tapi kala itu Triawan belum membawa barang haram tersebut. Sehingga, ia membuat janji dengan Jefri Nichol untuk bertemu lagi keesokan harinya di tempat yang sama.,""Sabtu 6 Juli 2019 terdakwa bertemu dengan saudara Triawan di pinggir jalan McD Kemang. Lalu setelah menerima narkotika sejenis ganja, saudara kembali ke rumah untuk melanjutkan aktivitas seperti biasa,"" lanjut JPU.,Hari demi hari berganti, namun Jefri Nichol belum juga mencicipi narkotika itu. Hingga pada Rabu, 17 Juli 2019, untuk pertama kalinya ia memakai barang haram itu., ,""Sekitar pukul 22.00 WIB barulah terdakwa menggunakan narkoba jenis ganja sebanyak satu linting dengan cara dibakar dan dihisap seperti orang merokok. Setelah digunakan, sisanya terdakwa simpan kembali di lemari es,"" Jefri Hadi membeberkan.,Jefri Nichol pun ditangkap pada Senin 22 Juli 2019 sekitar pukul 23.00 WIB di Apartemen A Residence, Jakarta Selatan. Dari penangkapan itu polisi mengamankan barang bukti ganja seberat 6,01 gram.",https://www.liputan6.com/showbiz/read/4058755/susah-tidur-jefri-nichol-ditawari-ganja-di-restoran-fast-food-kemang
